location,Bâle,Bâle,Bâle,Bâle
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Wind Speed,Wind Direction,Shortwave Radiation
unit,°C,km/h,°,W/m²
level,2 m elevation corrected,10 m,10 m,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Bâle Temperature [2 m elevation corrected],Bâle Wind Speed [10 m],Bâle Wind Direction [10 m],Bâle Shortwave Radiation
20250725T1100,21.680244,1.484318,345.96375,496.0
20250725T1200,22.150246,6.28713,346.7595,414.0
20250725T1300,22.290245,7.6367526,351.8699,455.0
20250725T1400,21.970245,8.089993,339.14557,416.0
20250725T1500,21.880245,9.028754,336.50146,209.0
20250725T1600,22.200245,10.086427,2.045395,272.0
20250725T1700,21.440245,8.12197,12.804245,144.0
20250725T1800,20.620245,6.9527545,338.7495,106.0
20250725T1900,19.720245,4.896529,342.89728,37.0
20250725T2000,18.170246,4.6938257,32.47119,0.0
20250725T2100,17.130245,4.8965297,53.97262,0.0
20250725T2200,17.200245,1.5273507,44.999985,0.0
20250725T2300,16.740246,0.35999998,180.0,0.0
20250726T0000,16.700245,0.5091169,135.0,0.0
20250726T0100,16.740246,0.71999997,270.0,0.0
20250726T0200,16.710245,1.609969,243.43495,0.0
20250726T0300,16.660246,1.2979984,213.69006,0.0
20250726T0400,16.570246,1.8,180.0,0.0
20250726T0500,16.320246,0.71999997,180.0,18.0
20250726T0600,16.690245,1.9386592,291.8014,71.0
20250726T0700,17.240246,2.5455842,315.0,121.0
20250726T0800,18.340246,3.5455887,336.0375,177.0
20250726T0900,19.680244,4.198285,329.03625,288.0
20250726T1000,21.000246,2.1897945,9.462311,479.0
20250726T1100,22.650246,3.7064266,330.94543,664.0
20250726T1200,22.870245,6.4096174,321.84277,561.0
20250726T1300,23.630245,6.4096174,321.84277,595.0
20250726T1400,23.530245,6.6087217,299.35776,556.0
20250726T1500,23.640245,9.360001,337.38013,559.0
20250726T1600,22.790245,8.161764,311.42368,373.0
20250726T1700,20.700245,4.1046314,322.12503,227.0
20250726T1800,19.010244,3.2599385,276.34018,96.0
20250726T1900,18.440245,3.4152596,288.43497,30.0
20250726T2000,18.260244,2.6208394,254.0546,0.0
20250726T2100,17.800245,3.6,233.1301,0.0
20250726T2200,17.670246,4.0249224,190.30484,0.0
20250726T2300,17.460245,5.0142193,201.0375,0.0
20250727T0000,17.370245,4.5536795,198.43495,0.0
20250727T0100,17.030245,4.1046314,195.25513,0.0
20250727T0200,16.900246,3.671294,191.30994,0.0
20250727T0300,17.050245,4.379589,189.46233,0.0
20250727T0400,16.680244,4.0249224,190.30484,0.0
20250727T0500,17.020245,4.802999,192.99461,26.0
20250727T0600,17.850245,5.634891,206.56505,121.0
20250727T0700,19.220245,7.5942082,211.42957,232.0
20250727T0800,20.330246,8.714677,231.70984,331.0
20250727T0900,21.480246,9.021574,241.38954,317.0
20250727T1000,23.040245,9.0,233.1301,422.0
20250727T1100,23.660246,9.693296,238.67131,451.0
20250727T1200,23.260244,11.726277,252.1213,438.0
20250727T1300,22.310246,11.304229,260.83765,432.0
20250727T1400,22.490246,10.1376915,276.1155,479.0
20250727T1500,20.700245,15.226764,276.78897,352.0
20250727T1600,18.480246,7.9526596,264.80557,116.0
20250727T1700,18.750246,7.289445,237.09476,79.0
20250727T1800,18.760244,8.311245,252.34988,88.0
20250727T1900,17.440245,7.2,233.1301,27.0
20250727T2000,16.840246,6.3690495,227.29062,0.0
20250727T2100,16.620245,6.28713,246.37064,0.0
20250727T2200,16.130245,5.1165614,219.28941,0.0
20250727T2300,15.520246,4.8433046,228.01279,0.0
20250728T0000,15.700245,5.00128,239.74356,0.0
20250728T0100,15.320246,7.0911775,246.0375,0.0
20250728T0200,15.180245,8.825508,258.23172,0.0
20250728T0300,15.370245,9.36,270.0,0.0
20250728T0400,15.230246,9.746631,274.2364,0.0
20250728T0500,15.170245,9.0645685,276.84277,4.0
20250728T0600,15.300245,9.255571,283.49573,20.0
20250728T0700,15.490245,9.693296,291.8014,30.0
20250728T0800,15.500245,9.085988,303.69006,50.0
20250728T0900,15.640245,11.384198,325.30484,63.0
20250728T1000,15.950245,8.557102,345.37915,166.0
20250728T1100,16.570246,7.968939,341.56506,284.0
20250728T1200,17.270245,7.4128532,330.94543,323.0
20250728T1300,17.490246,6.8777895,312.8789,251.0
20250728T1400,17.880245,7.7043357,307.40536,342.0
20250728T1500,18.050245,7.386582,313.0251,350.0
20250728T1600,18.160246,5.8048253,299.74487,283.0
20250728T1700,18.170246,4.802999,257.00537,199.0
20250728T1800,17.820246,5.3999996,233.1301,121.0
20250728T1900,16.560246,5.6002855,225.0,34.0
20250728T2000,15.850245,5.0911684,225.0,0.0
20250728T2100,14.470245,5.0911684,225.0,0.0
20250728T2200,13.840245,5.1544156,192.09476,0.0
20250728T2300,13.820246,4.5536795,198.43495,0.0
20250729T0000,12.960245,4.0249224,206.56505,0.0
20250729T0100,13.180245,5.4833565,203.1986,0.0
20250729T0200,12.960245,5.3517847,199.65382,0.0
20250729T0300,12.990245,4.5536795,198.43495,0.0
20250729T0400,13.130245,4.3498964,204.44395,0.0
20250729T0500,13.230246,2.9024127,209.74489,24.0
20250729T0600,14.370245,2.3051248,218.65982,107.0
20250729T0700,15.880245,2.16,270.0,231.0
20250729T0800,17.740246,3.096837,305.5377,355.0
20250729T0900,19.480246,3.0547013,315.0,494.0
20250729T1000,20.240246,2.8116899,309.80557,561.0
20250729T1100,21.230246,3.7585104,286.69925,687.0
20250729T1200,22.000246,5.0142193,291.0375,718.0
20250729T1300,21.890245,5.154415,294.77515,769.0
20250729T1400,22.410246,4.1046314,285.25513,651.0
20250729T1500,23.330246,3.6179552,275.7106,583.0
20250729T1600,22.560246,3.2599385,276.34018,307.0
20250729T1700,22.070246,3.7585104,286.69925,251.0
20250729T1800,20.430244,3.219938,296.56506,138.0
20250729T1900,17.990246,3.4152596,288.43497,32.0
20250729T2000,16.960245,3.2599385,276.34018,0.0
20250729T2100,15.970245,3.319036,220.6013,0.0
20250729T2200,15.020246,4.452954,194.03624,0.0
20250729T2300,13.430245,5.937272,194.03624,0.0
20250730T0000,13.050245,5.8048253,209.74489,0.0
20250730T0100,12.320246,5.692099,214.69516,0.0
20250730T0200,11.910245,4.452954,194.03624,0.0
20250730T0300,12.030245,3.2599385,186.3402,0.0
20250730T0400,12.080245,4.802999,192.99461,0.0
20250730T0500,13.250245,5.2416787,195.9454,25.0
20250730T0600,14.730246,5.8048253,209.74489,114.0
20250730T0700,16.410246,5.1165614,219.28941,144.0
20250730T0800,18.200245,5.495161,238.3925,269.0
20250730T0900,19.410246,7.928178,267.39746,367.0
20250730T1000,20.020245,2.0991426,239.03624,205.0
20250730T1100,20.220245,3.9763298,264.80557,216.0
20250730T1200,20.700245,5.04,270.0,252.0
20250730T1300,20.900246,7.2,270.0,362.0
20250730T1400,20.480246,7.9526596,264.80557,320.0
20250730T1500,20.390245,7.5942073,264.5597,365.0
20250730T1600,19.630245,7.69592,280.7843,214.0
20250730T1700,19.720245,5.5887027,284.93143,259.0
20250730T1800,18.940245,2.6208394,285.9454,155.0
20250730T1900,17.800245,2.2768397,198.43495,36.0
20250730T2000,16.860245,5.0528407,175.91438,0.0
20250730T2100,16.140245,4.6938252,175.60129,0.0
20250730T2200,15.900246,3.319036,167.47119,0.0
20250730T2300,15.550245,3.6179552,174.28941,0.0
20250731T0000,15.580245,4.802999,192.99461,0.0
20250731T0100,15.510245,4.6800003,202.61987,0.0
20250731T0200,15.210245,4.829907,206.56505,0.0
20250731T0300,15.260245,3.8773184,201.8014,0.0
20250731T0400,15.010245,4.1046314,195.25513,0.0
20250731T0500,15.530245,5.0528407,184.08562,15.0
20250731T0600,16.750246,5.5887027,194.93143,79.0
20250731T0700,18.070246,6.618519,225.0,191.0
20250731T0800,19.300245,6.489992,236.30994,302.0
20250731T0900,20.660246,5.991594,237.26477,496.0
20250731T1000,21.440245,3.8939953,236.30994,468.0
20250731T1100,21.870245,5.3517847,222.27368,582.0
20250731T1200,21.890245,5.8048253,240.25513,600.0
20250731T1300,22.580246,5.3517847,250.34618,526.0
20250731T1400,23.780245,5.0528407,265.91437,555.0
20250731T1500,24.180244,4.802999,257.00537,361.0
20250731T1600,23.620245,6.12,270.0,287.0
20250731T1700,23.470245,6.162207,276.70984,214.0
20250731T1800,22.030245,2.8799999,270.0,117.0
20250731T1900,19.910246,3.319036,229.39871,35.0
20250731T2000,17.490246,3.7585104,196.69925,0.0
20250731T2100,16.540245,5.2416787,195.9454,0.0
20250731T2200,16.120245,5.1544156,192.09476,0.0
20250731T2300,16.050245,5.4119864,183.81407,0.0
20250801T0000,16.370245,5.5887027,194.93143,0.0
20250801T0100,16.440247,5.991594,212.73523,0.0
20250801T0200,16.520247,4.896529,197.10272,0.0
20250801T0300,16.780245,5.815978,201.8014,0.0
20250801T0400,16.550245,5.154415,204.77515,0.0
20250801T0500,16.640245,4.6102495,218.65982,16.0
20250801T0600,18.190245,5.6002855,225.0,104.0
20250801T0700,20.280245,3.6,216.8699,180.0
20250801T0800,21.500246,4.1046314,232.12502,356.0
20250801T0900,21.910246,6.28713,246.37064,502.0
20250801T1000,22.350245,6.924738,261.02737,489.0
20250801T1100,23.170246,9.6932955,254.93152,607.0
20250801T1200,23.820246,9.565437,250.20113,618.0
20250801T1300,24.300245,9.346143,254.35776,338.0
20250801T1400,23.300245,9.0645685,263.15723,505.0
20250801T1500,22.280245,9.531505,280.88553,500.0
20250801T1600,20.680244,10.739833,283.57043,297.0
20250801T1700,19.880245,6.830519,288.43497,232.0
20250801T1800,19.440245,4.39436,214.99202,136.0
20250801T1900,18.040245,6.297428,210.96376,26.0
20250801T2000,17.230246,4.896529,252.89728,0.0
20250801T2100,16.770245,2.968636,255.96376,0.0
20250801T2200,16.350246,2.968636,75.96376,0.0
20250801T2300,15.840245,3.6,143.1301,0.0
20250802T0000,15.970245,2.1897945,170.53767,0.0
20250802T0100,15.750245,3.4152596,288.43497,0.0
20250802T0200,15.420245,5.1919937,326.30994,0.0
20250802T0300,15.120245,4.452954,345.96375,0.0
20250802T0400,14.710245,2.3051248,321.3402,0.0
20250802T0500,14.820246,2.5455842,278.1301,3.0
20250802T0600,15.300245,4.896529,287.10272,13.0
20250802T0700,15.830245,3.8773184,291.8014,29.0
20250802T0800,15.960245,5.6920996,288.43497,132.0
20250802T0900,16.920246,5.5887027,284.93143,275.0
20250802T1000,17.010244,2.2768397,288.43497,111.0
20250802T1100,17.160246,4.8965297,306.02737,290.0
20250802T1200,17.160246,5.3999996,306.8699,243.0
20250802T1300,16.680244,6.638072,282.5288,335.0
20250802T1400,17.210245,6.87779,276.009,541.0
20250802T1500,17.550245,5.815978,248.1986,403.0
20250802T1600,18.080246,7.10031,239.53445,264.0
20250802T1700,17.300245,7.42159,255.96376,221.0
20250802T1800,16.820246,5.2416787,254.0546,133.0
20250802T1900,15.660245,3.6,233.1301,23.0
20250802T2000,15.100245,4.3349743,228.36647,0.0
20250802T2100,14.730246,4.510787,241.38954,0.0
20250802T2200,14.550245,4.3498964,204.44395,0.0
20250802T2300,14.3102455,4.2136917,199.98311,0.0
20250803T0000,14.010245,5.1165614,219.28941,0.0
20250803T0100,13.870245,5.1919937,236.30994,0.0
20250803T0200,14.090245,4.6800003,247.38014,0.0
20250803T0300,13.630245,4.0249224,243.43495,0.0
20250803T0400,13.760245,3.6,233.1301,0.0
20250803T0500,14.080245,2.968636,255.96376,15.0
20250803T0600,15.240245,3.2399998,270.0,83.0
20250803T0700,16.380245,3.319036,282.5288,162.0
20250803T0800,17.760244,4.6102495,308.65982,219.0
20250803T0900,18.810246,6.3690495,317.29062,372.0
20250803T1000,19.590246,3.5455887,336.0375,530.0
20250803T1100,20.250246,4.896529,342.89728,523.0
20250803T1200,20.270245,5.4833565,336.8014,680.0
20250803T1300,20.650246,4.8965297,323.97263,539.0
20250803T1400,21.460245,6.4096174,308.15723,533.0
20250803T1500,21.440245,8.714677,308.29016,340.0
20250803T1600,21.540245,8.161764,318.57635,201.0
20250803T1700,20.850245,7.4128532,330.94543,175.0
20250803T1800,19.700245,4.452954,345.96375,121.0
20250803T1900,16.800245,4.68,360.0,30.0
20250803T2000,15.730246,2.968636,345.96375,0.0
20250803T2100,13.940246,2.1897945,170.53767,0.0
20250803T2200,13.440246,3.671294,168.69006,0.0
20250803T2300,12.700245,3.2399998,180.0,0.0
20250804T0000,12.440246,4.379589,189.46233,0.0
20250804T0100,12.290245,4.802999,192.99461,0.0
20250804T0200,12.190246,4.73506,188.74615,0.0
20250804T0300,12.340245,5.04,180.0,0.0
20250804T0400,12.740245,4.379589,189.46233,0.0
20250804T0500,13.620245,3.9763298,185.19443,11.0
20250804T0600,14.580245,6.130579,183.36646,29.0
20250804T0700,16.330246,6.297428,210.96376,150.0
20250804T0800,17.780245,7.289445,212.90524,122.0
20250804T0900,19.300245,7.653705,221.18593,329.0
20250804T1000,21.100245,7.5170207,196.69925,330.0
20250804T1100,22.650246,8.707237,209.74489,464.0
20250804T1200,23.690245,9.0,216.8699,518.0
20250804T1300,25.070246,8.587338,236.97614,705.0
20250804T1400,25.400246,8.766573,250.82098,668.0
20250804T1500,26.310246,7.8954163,245.77226,606.0
20250804T1600,25.970245,7.42159,247.16635,459.0
20250804T1700,25.520245,5.1919937,236.30994,329.0
20250804T1800,23.710245,3.7585104,196.69925,161.0
20250804T1900,21.680244,5.0528407,175.91438,33.0
20250804T2000,20.190245,5.5887027,165.06857,0.0
20250804T2100,19.000246,4.1046314,164.74487,0.0
20250804T2200,16.970245,3.7585104,163.30075,0.0
20250804T2300,16.270247,3.319036,167.47119,0.0
20250805T0000,16.210245,3.4152596,161.56505,0.0
20250805T0100,15.760245,3.8773184,158.1986,0.0
20250805T0200,15.570246,4.5536795,161.56505,0.0
20250805T0300,14.950245,5.3517847,160.34618,0.0
20250805T0400,15.210245,5.4833565,156.8014,0.0
20250805T0500,16.040245,5.495161,148.3925,18.0
20250805T0600,17.400246,6.489992,160.55997,119.0
20250805T0700,19.290245,6.87779,173.991,207.0
20250805T0800,21.200245,7.289444,200.22485,331.0
20250805T0900,23.500246,8.404285,223.2643,382.0
20250805T1000,25.600245,6.12,208.0725,689.0
20250805T1100,26.460245,9.504273,245.37643,783.0
20250805T1200,27.090246,11.367109,259.04596,583.0
20250805T1300,26.620245,13.202726,281.00354,635.0
20250805T1400,25.580246,13.979872,304.50854,501.0
20250805T1500,24.800245,14.264361,312.9546,388.0
20250805T1600,24.380245,13.237038,315.0,364.0
20250805T1700,23.870245,11.212135,312.39746,258.0
20250805T1800,22.290245,10.182337,315.0,128.0
20250805T1900,19.680244,8.209263,322.12503,31.0
20250805T2000,17.520245,6.989936,325.4915,0.0
20250805T2100,16.310246,8.78872,325.008,0.0
20250805T2200,15.0602455,1.484318,345.96375,0.0
20250805T2300,15.440246,3.096837,305.5377,0.0
20250806T0000,14.610246,1.1384199,288.43497,0.0
20250806T0100,12.340245,4.198285,30.963745,0.0
20250806T0200,11.510245,5.991594,32.735214,0.0
20250806T0300,11.100245,6.297428,30.963745,0.0
20250806T0400,10.220245,7.24486,26.565033,0.0
20250806T0500,11.000245,5.0142193,21.037506,17.0
20250806T0600,13.770246,6.489992,33.690063,117.0
20250806T0700,15.650246,7.10031,30.465546,208.0
20250806T0800,17.570246,8.287822,34.380325,347.0
20250806T0900,19.850245,9.1641035,44.999985,477.0
20250806T1000,21.050245,12.496718,48.503525,635.0
20250806T1100,22.580246,12.229406,42.614044,764.0
20250806T1200,23.400246,11.753876,40.03026,793.0
20250806T1300,24.180244,11.019764,38.367477,786.0
20250806T1400,24.370245,10.685391,32.619232,706.0
20250806T1500,23.930244,10.948973,27.407562,597.0
20250806T1600,23.460245,10.948973,27.407562,469.0
20250806T1700,22.570246,9.565437,19.798859,312.0
20250806T1800,20.940245,7.2805495,8.530762,162.0
20250806T1900,17.740246,7.342588,11.309921,32.0
20250806T2000,15.570246,7.172949,17.525558,0.0
20250806T2100,15.440246,6.6087217,29.357742,0.0
20250806T2200,14.190246,2.9024127,29.744873,0.0
20250806T2300,14.200245,2.4149535,63.43495,0.0
20250807T0000,13.190246,2.6208394,105.9454,0.0
20250807T0100,11.700245,2.0364676,135.0,0.0
20250807T0200,11.490245,2.3051248,128.6598,0.0
20250807T0300,11.530245,2.3051248,141.34018,0.0
20250807T0400,11.470245,2.8116899,129.80557,0.0
20250807T0500,11.780245,4.072935,135.0,17.0
20250807T0600,14.440246,3.6,143.1301,132.0
20250807T0700,17.400246,3.7064266,150.94539,289.0
20250807T0800,20.040245,3.7585104,163.30075,446.0
20250807T0900,21.900246,4.379589,189.46233,614.0
20250807T1000,24.540245,6.0347,197.35403,739.0
20250807T1100,26.350245,5.3999996,216.8699,820.0
20250807T1200,27.370245,5.6002855,225.0,849.0
20250807T1300,27.720245,5.6233797,230.19443,827.0
20250807T1400,28.820246,4.6800003,247.38014,745.0
20250807T1500,28.790245,3.6179552,264.28943,638.0
20250807T1600,28.700245,2.2768397,288.43497,482.0
20250807T1700,27.890245,2.9024127,7.125,308.0
20250807T1800,25.280245,4.3349743,41.63353,157.0
20250807T1900,22.280245,7.2,53.130096,30.0
20250807T2000,18.560246,5.04,89.99999,0.0
20250807T2100,16.110247,4.39436,124.99202,0.0
20250807T2200,15.170245,3.096837,144.46231,0.0
20250807T2300,14.960245,2.6208394,164.0546,0.0
20250808T0000,14.680245,3.2599385,173.6598,0.0
20250808T0100,14.370245,3.6179552,174.28941,0.0
20250808T0200,14.170245,3.671294,168.69006,0.0
20250808T0300,13.910245,3.4152596,161.56505,0.0
20250808T0400,13.290245,3.219938,153.43495,0.0
20250808T0500,13.760245,3.8939953,146.30994,16.0
20250808T0600,17.100245,4.6938257,147.52881,129.0
20250808T0700,20.610245,3.219938,153.43495,298.0
20250808T0800,24.000246,4.2136917,160.01689,471.0
20250808T0900,27.390245,4.379589,170.53767,622.0
20250808T1000,28.640245,4.379589,170.53767,744.0
20250808T1100,30.690245,4.510787,208.61046,817.0
20250808T1200,31.090246,4.6938257,237.52881,846.0
20250808T1300,32.180244,4.896529,252.89728,824.0
20250808T1400,32.59025,5.0911684,261.8699,752.0
20250808T1500,32.260246,4.73506,278.74615,638.0
20250808T1600,31.930244,4.39436,304.99203,489.0
20250808T1700,30.680244,3.96,360.0,321.0
20250808T1800,27.640245,5.692099,34.69516,154.0
20250808T1900,23.530245,6.8777895,47.121094,28.0
20250808T2000,20.620245,5.634891,63.43495,0.0
20250808T2100,18.500246,4.802999,77.00538,0.0
20250808T2200,17.050245,3.219938,63.43495,0.0
20250808T2300,16.570246,3.319036,102.52881,0.0
20250809T0000,16.050245,2.3051248,128.6598,0.0
20250809T0100,15.420245,1.5273507,135.0,0.0
20250809T0200,15.140245,1.8,143.1301,0.0
20250809T0300,15.220245,2.0991426,149.03624,0.0
20250809T0400,15.140245,2.5959969,146.30994,0.0
20250809T0500,15.510245,3.6,143.1301,15.0
20250809T0600,18.670246,5.1165614,140.71059,126.0
20250809T0700,21.920246,4.072935,135.0,289.0
20250809T0800,25.340246,4.5820518,135.0,459.0
20250809T0900,28.280245,5.692099,145.30484,612.0
20250809T1000,30.630245,2.8116899,129.80557,732.0
20250809T1100,32.390247,2.8799999,180.0,809.0
20250809T1200,33.910248,4.0249224,206.56505,837.0
20250809T1300,34.620247,5.495161,238.3925,815.0
20250809T1400,34.95025,6.489992,250.55997,724.0
20250809T1500,34.920246,6.5693827,260.5377,625.0
20250809T1600,34.220245,6.87779,276.009,455.0
20250809T1700,32.750248,5.8048253,299.74487,313.0
20250809T1800,29.840246,5.1919937,303.69006,144.0
20250809T1900,26.590246,8.913181,316.6366,26.0
20250809T2000,24.650246,8.161764,311.42368,0.0
20250809T2100,23.140245,7.42159,309.09387,0.0
20250809T2200,22.430244,6.28713,336.37064,0.0
20250809T2300,21.410246,7.172949,342.47443,0.0
20250810T0000,20.140245,6.2145634,349.992,0.0
20250810T0100,19.170246,6.489992,356.8202,0.0
20250810T0200,18.900246,6.130579,3.3664398,0.0
20250810T0300,18.530245,6.87779,353.991,0.0
20250810T0400,17.870245,7.208994,357.13757,0.0
20250810T0500,17.800245,7.5599995,360.0,13.0
20250810T0600,19.790245,6.489992,3.1798248,119.0
20250810T0700,22.100245,6.5693827,9.462311,281.0
20250810T0800,24.070246,7.342588,11.309921,449.0
20250810T0900,25.100245,9.178235,11.309921,602.0
20250810T1000,26.980246,9.346143,15.642242,723.0
20250810T1100,28.120245,9.793058,17.102722,803.0
20250810T1200,29.040245,10.041354,14.534454,834.0
20250810T1300,28.990246,11.090103,13.134018,813.0
20250810T1400,29.790245,12.074766,10.30484,744.0
20250810T1500,29.580246,13.493999,9.211014,632.0
20250810T1600,28.490246,14.512064,7.125,478.0
20250810T1700,27.400246,14.440443,4.289139,311.0
20250810T1800,25.270245,12.599999,360.0,145.0
20250810T1900,22.680244,9.3669195,357.79742,24.0
20250810T2000,20.660246,7.5685663,2.7262878,0.0
20250810T2100,19.390245,6.638072,12.528809,0.0
20250810T2200,18.620245,7.6367526,8.130096,0.0
20250810T2300,17.600245,8.225035,23.198593,0.0
20250811T0000,17.100245,6.9153743,38.659805,0.0
20250811T0100,16.220245,7.24486,26.565033,0.0
20250811T0200,15.640245,7.5685663,25.34616,0.0
20250811T0300,15.280245,6.792466,32.005356,0.0
20250811T0400,14.520246,6.3690495,42.70938,0.0
20250811T0500,14.770246,4.5820518,44.999985,13.0
20250811T0600,17.750246,5.1165614,39.2894,122.0
20250811T0700,20.620245,5.3517847,47.726303,287.0
20250811T0800,23.240246,6.1094027,44.999985,457.0
20250811T0900,24.970245,7.386582,46.97493,611.0
20250811T1000,27.550245,9.511088,29.475876,733.0
20250811T1100,28.650246,10.464797,40.81508,812.0
20250811T1200,30.020245,10.44,43.602814,842.0
20250811T1300,30.980246,10.97262,41.009094,822.0
20250811T1400,32.110245,11.304229,37.234833,748.0
20250811T1500,32.120247,11.384198,34.69516,630.0
20250811T1600,31.310246,11.298495,30.650665,481.0
20250811T1700,30.380245,9.826088,28.442917,312.0
20250811T1800,27.790245,6.0347,17.35402,145.0
20250811T1900,24.090246,7.10031,30.465546,22.0
20250811T2000,22.460245,6.3690495,42.70938,0.0
20250811T2100,20.870245,5.1919937,56.30993,0.0
